# iter, APOLY_COEFF_1, APOLY_COEFF_2, APOLY_COEFF_3, APOLY_COEFF_4, APOLY_COEFF_5, APOLY_COEFF_6, APOLY_COEFF_7, POWER_AMP, POWER_SLOPE, NA_OPT_FEII_AMP, BR_OPT_FEII_AMP, NA_OPT_FEII_DISP, BR_OPT_FEII_DISP, NA_OPT_FEII_VOFF, BR_OPT_FEII_VOFF, BALMER_AMP, NA_H_BETA_VOFF, NA_H_BETA_AMP, NA_H_BETA_DISP, NA_OIII_a_VOFF, NA_OIII_a_AMP, NA_OIII_a_DISP, NA_OIII_b_VOFF, NA_OIII_b_AMP, NA_OIII_b_DISP, NA_H_ALPHA_VOFF, NA_H_ALPHA_AMP, NA_H_ALPHA_DISP, BR_H_BETA_VOFF, BR_H_BETA_AMP, BR_H_BETA_DISP, BR_OIII_a_VOFF, BR_OIII_a_AMP, BR_OIII_a_DISP, BR_OIII_b_VOFF, BR_OIII_b_AMP, BR_OIII_b_DISP, BR_H_ALPHA_VOFF, BR_H_ALPHA_AMP, BR_H_ALPHA_DISP
1000, 0.3026064946046581, -0.09666274507529132, 0.015658409591136013, 0.005141821617028964, -0.02035501931781017, -0.014014273384332903, -0.00026094638366769177, 0.2745314634157472, -1.8636062462297145, 0.0502255943348295, 0.008338184250813719, 202.49410783785075, 4999.979800179282, 206.54314437048058, 499.9890117948929, 0.005399253512778961, -1.9501731259370847, 0.5916106533541925, 50.505962507369944, -0.4836991325329054, 0.017184778111457043, 50.01905902515381, -32.148510669538545, 1.9929933088029614, 49.57384492117371, 75.95183394146012, 0.5401353896016803, 639.6983423362765, 6.214802740554961, 0.004944636883957772, 5600.822481335187, 3540.684761774859, 0.8698416274938197, 1200.0089577798246, -117.40988510401938, 0.005775826263576786, 5151.217690034828, 2.7753531256101818, 0.0022023948439186722, 5599.627160860578
1100, 0.3025297883608058, -0.09681037538120502, 0.015462438859302373, 0.0049401653489475235, -0.020241363351164596, -0.014239204181712465, -0.0010002236280711692, 0.2743666276304018, -1.8600496444166508, 0.04998524122708034, 0.011516267525923829, 202.4941186811331, 4999.975326866523, 206.54261026718905, 499.9872339761225, 0.005491518589174012, -1.9505502936445434, 0.5902051728752252, 50.50814670431109, -0.4815331301882381, 0.01854207532270163, 50.01931821382787, -32.149208689804766, 1.9911069019330219, 49.575003481394916, 75.95157150514672, 0.5394328649276645, 639.6925424606204, 6.213771076436776, 0.005424722120793822, 5600.822351939664, 3540.686747272561, 0.8718619858196263, 1200.01088667351, -117.41149796261487, 0.006731678314689521, 5151.216018994978, 2.7752510638374597, 0.002788891330502704, 5599.628433332909
1200, 0.30293927701775414, -0.09669746275771311, 0.015238009226110736, 0.005165805790907225, -0.02196648893866908, -0.013743173010305011, -0.001588997450316986, 0.27413975897359727, -1.8591211532320515, 0.04917326877457879, 0.014966252985963725, 202.49273281343469, 4999.968284299732, 206.53834267508762, 499.98380111395284, 0.006786219165853045, -1.9515141847259638, 0.5937471235035361, 50.514594694611205, -0.47813480505177586, 0.021992202125826078, 50.01599999014031, -32.14670670902692, 1.9906591824989406, 49.57517473970588, 75.95068922534807, 0.5358896010876961, 639.6930300494503, 6.2108696578955875, 0.005550377971035268, 5600.821922235167, 3540.6890097636087, 0.8742096010953216, 1200.0149594349539, -117.40940488575863, 0.007596341701046172, 5151.2136652259, 2.7763666987486144, 0.0030515589096027597, 5599.629493370575
1300, 0.30319949398942825, -0.09669619687160334, 0.015494134000134833, 0.005818451342088281, -0.021969666062113053, -0.01321090653142273, -0.0022163397950771095, 0.2743476523092124, -1.857706400221891, 0.04893050099833038, 0.016893435620475482, 202.49051838207313, 4999.96093006495, 206.54066469583248, 499.9828986000152, 0.006850905395887617, -1.953373892775559, 0.5976067102410745, 50.526640270829446, -0.47602877584596526, 0.023993811660276677, 50.01639295398706, -32.1444600078508, 1.9894460573311437, 49.57565303456596, 75.94999173112923, 0.5331304939622424, 639.6902801185199, 6.208013448798022, 0.006355216142014938, 5600.822172153267, 3540.687447312895, 0.8749529021921415, 1200.0182170763899, -117.40906063711336, 0.007969209439331108, 5151.2141465632285, 2.777573007440402, 0.003072313456401971, 5599.629639342241
1400, 0.3039382499434018, -0.09733517817841582, 0.01589060914978758, 0.005662518837694284, -0.021914576607580442, -0.013867393491954075, -0.0023203931452941877, 0.2735962107441149, -1.863903428083999, 0.05460331499996765, 0.018299002881490462, 202.4935376002333, 4999.957307570192, 206.54124642866697, 499.9813088110362, 0.0071562765004679375, -1.9546970007237725, 0.5996002934576183, 50.53299142718028, -0.47835624740438565, 0.02568723792335273, 50.014880576296314, -32.14417369189767, 1.9871998288130606, 49.57633433243097, 75.94826085925374, 0.5355887308395421, 639.6876560337752, 6.210132667933457, 0.006231576810496317, 5600.826460895614, 3540.688231040983, 0.8792893557824458, 1200.0206175378853, -117.41456554750118, 0.008068659722957384, 5151.209678389383, 2.779092760471703, 0.002539576995840472, 5599.631465080223
1500, 0.3042613672367669, -0.09704261944194661, 0.016289469588494136, 0.004774599434226229, -0.021543966664004398, -0.013697382202511642, -0.002179100643833324, 0.2731000881518963, -1.8670927032778768, 0.05563033757549625, 0.023001362743191072, 202.49219014122863, 4999.94822823359, 206.547959633294, 499.98004027429636, 0.006012250521012374, -1.959006549457264, 0.5967883891890624, 50.53405050335302, -0.47236495682697, 0.027004523249208087, 50.01363886398745, -32.14640595478207, 1.9834064195937098, 49.57889920615446, 75.95193682309657, 0.5294194404535565, 639.6777589419127, 6.20756009958584, 0.005704714967513829, 5600.822930273969, 3540.6885250358973, 0.8815998740590982, 1200.022058245343, -117.42079798978001, 0.007952179196736634, 5151.205492495437, 2.7759005788661044, 0.002506155517130135, 5599.636963949032
1600, 0.3054103933587086, -0.09755696180317412, 0.016771195287161096, 0.00482067794112142, -0.021205901265057905, -0.013515369128358962, -0.0016534287320157548, 0.27286374377297834, -1.8723266478495744, 0.05956679646537454, 0.027959438782004693, 202.48753638395652, 4999.940007052983, 206.5550440237085, 499.97497790077756, 0.0054720240271701436, -1.9692302011922411, 0.6008421076642747, 50.54453936554651, -0.46926239673173226, 0.028035902927256693, 50.01533061397106, -32.144417312267095, 1.981340867799252, 49.57839926083229, 75.95105775403572, 0.5265706206649687, 639.6796854099326, 6.208028971673884, 0.004934901007643738, 5600.818142376956, 3540.6870295391805, 0.8809478189653803, 1200.0264688434354, -117.4307965454565, 0.007370686242718909, 5151.20188639588, 2.773511262858921, 0.0026694973195344972, 5599.64160320195
1700, 0.3059973767868857, -0.09812897656409374, 0.016974935992107122, 0.004269531963755546, -0.02078932042643198, -0.013855944206171495, -0.0017522302896203152, 0.2734440118381152, -1.8744481799574266, 0.06562138433510539, 0.03126479075312477, 202.486100573032, 4999.9299907276545, 206.5551996119843, 499.9709953603749, 0.007227853718666768, -1.9737760449013793, 0.5991436878789707, 50.55999250072944, -0.4673776467568133, 0.031162779078441224, 50.017214780856726, -32.12799613096241, 1.9792939066555413, 49.58155109881597, 75.94964686603994, 0.5284563212317039, 639.6785534543618, 6.204764493470364, 0.005108617651445925, 5600.819248851286, 3540.6883585527, 0.8855127263217158, 1200.0263020695772, -117.43287512162746, 0.0068425215530275, 5151.189244605247, 2.7657983153117955, 0.0026642438140739412, 5599.652260156086
1800, 0.3085864429863641, -0.10058304405583439, 0.017516197650839564, 0.003922363935164478, -0.020129920955694484, -0.013759125894438657, -0.001996468294627773, 0.2725981489897413, -1.8992188199557725, 0.06841865188224629, 0.03452467393905376, 202.47706133533754, 4999.910207244551, 206.5634997129825, 499.965844285413, 0.007810632306450846, -1.9841774270803243, 0.5994356831622952, 50.57412725632385, -0.4654208602794091, 0.03995917387847235, 50.02383010665739, -32.11022008353342, 1.9740498088293776, 49.58828292073514, 75.94953882750514, 0.5259299562956653, 639.6780166411778, 6.193665275262628, 0.005572606470344986, 5600.8218084673135, 3540.693796064382, 0.8881495725941555, 1200.0306480232907, -117.43165148774942, 0.007518788836806925, 5151.181890084495, 2.755827776569827, 0.0027028061226536952, 5599.66578141709
1900, 0.31091801312457634, -0.10183266909815548, 0.017416530926940323, 0.00449066184516448, -0.020255712317621098, -0.01353121150907715, -0.0025088127785885634, 0.2702619574263868, -1.909211251234731, 0.07397847326357718, 0.03856286379779908, 202.47603080099634, 4999.893244348814, 206.55581956236708, 499.9578596195927, 0.007364765477203967, -1.987938669778828, 0.5864334999234312, 50.597428633510084, -0.4534207405361127, 0.04935293499765678, 50.02991956882983, -32.091990605284174, 1.9693370775563082, 49.58043913738757, 75.9379932669373, 0.5265126450013159, 639.6622880751264, 6.174706337328665, 0.0055716886711282615, 5600.826839422486, 3540.7096948947824, 0.8945644893065618, 1200.0361795663882, -117.42222996526912, 0.007835846248229507, 5151.160341657578, 2.7459188861269235, 0.002509766275555297, 5599.667758904792
2000, 0.31426479706347815, -0.10310473788439833, 0.018128344491022214, 0.003700528698323623, -0.020579947829188885, -0.013604985038251183, -0.002376511420000252, 0.2691307031391478, -1.923637793452743, 0.07915254682725789, 0.043936043999713056, 202.47208262306603, 4999.873924411926, 206.55903344219934, 499.95632359254176, 0.006542224246183139, -1.9961553465405553, 0.5786660587866383, 50.61478430781559, -0.4531093467469651, 0.048813673424554616, 50.03840668401231, -32.07834615291328, 1.9654912071570827, 49.5748627525249, 75.93951397567373, 0.5285025246691399, 639.6547170382469, 6.165318225893316, 0.0049213848792825955, 5600.836512791206, 3540.716773221211, 0.8929662132344074, 1200.0413170624374, -117.42634506035537, 0.007438094592623983, 5151.154554225844, 2.733443892449717, 0.0024540641250632633, 5599.662377923825
2100, 0.31542287073724595, -0.10263294537356228, 0.018128472972502245, 0.0038800317890380588, -0.02080790327864691, -0.013947815713400728, -0.002126775682434546, 0.2683417689260108, -1.9249526883649777, 0.0757649572085044, 0.05109288804599159, 202.46499809051076, 4999.856192097356, 206.55600111701318, 499.9492691362227, 0.006433421889264117, -1.9945628967361073, 0.5718150843254381, 50.622743914151194, -0.45148708496052087, 0.0659250732857949, 50.072761713757046, -32.03646807843853, 1.9609793316429942, 49.578348622944226, 75.93136238988629, 0.5296525663037548, 639.6455596284932, 6.147519576842214, 0.005645234745658345, 5600.84850756563, 3540.7465359702346, 0.8941389012622072, 1200.0472173289302, -117.41851630470316, 0.007810824385545591, 5151.13863177646, 2.719392262785838, 0.0024690021944213875, 5599.676867457656
2200, 0.3143071500956458, -0.10140106750606241, 0.017477866494843893, 0.003786550952836379, -0.02063877737581244, -0.013129714022505382, -0.002601549397239429, 0.2688990718404115, -1.9272310078070083, 0.07879039532411676, 0.05418225723234883, 202.48887356584817, 4999.82944503612, 206.53595713156602, 499.93872730581546, 0.0066245176553006435, -2.0022275181288323, 0.55856231678147, 50.64153154605758, -0.4466357978701583, 0.07671468134368564, 50.08385191349325, -31.979117359911633, 1.9535820354426907, 49.577719140792354, 75.91393009644368, 0.531507565924139, 639.6439920541592, 6.116308326978672, 0.005699034877068354, 5600.858790298827, 3540.7588158698973, 0.8854025148181377, 1200.0524681833178, -117.41959596090803, 0.008360526972063985, 5151.135203072439, 2.7209332383639957, 0.002452813405008084, 5599.685005001668
2300, 0.318177973862689, -0.10211879803792329, 0.01694144989117929, 0.00412726769268786, -0.020515810640714057, -0.01310933198317023, -0.004025139254222577, 0.2683388079789832, -1.9536027314915207, 0.07315673855993751, 0.05680584600939273, 202.49451495317362, 4999.819298036359, 206.5283764679813, 499.9374370264694, 0.006371625621681054, -2.0160264883651515, 0.5985790420956916, 50.67974073621566, -0.4466844981641004, 0.08027027612629087, 50.08050089493093, -31.943167121154552, 1.9450550357949603, 49.61253923701126, 75.94043073617598, 0.5387231888564956, 639.6537731089004, 6.098114583213457, 0.004132622468018847, 5600.867143979576, 3540.776446007215, 0.8838255638494191, 1200.05138181116, -117.40386924692669, 0.007850218281083045, 5151.157185247854, 2.7268836282720113, 0.0023704982756543314, 5599.693434525016
2400, 0.3149284575726497, -0.1004892278137424, 0.016261508385747588, 0.004349028352319921, -0.020837643206598682, -0.012887574017337162, -0.0039253784761273825, 0.26840215911096826, -1.9371916844387123, 0.08115949773687786, 0.05646504613454612, 202.50922412390884, 4999.8152759121895, 206.52128152332125, 499.92931819119894, 0.006711597325270796, -2.0098378269498864, 0.6180567118182686, 50.70266074191426, -0.4489237537968732, 0.09188919609333884, 50.09228901278184, -31.9050752405689, 1.9409700949058686, 49.57727352879292, 75.93579558088985, 0.5396106569100587, 639.6261525604095, 6.074335612667718, 0.004535605822529806, 5600.876594018237, 3540.8210720349275, 0.8749155426005588, 1200.0538679548263, -117.39964364397207, 0.008247711505333565, 5151.166049190403, 2.689067452335264, 0.0020381014613811968, 5599.705865356307
2500, 0.31215095725912556, -0.09813470660056323, 0.015580548324569886, 0.004380480682240572, -0.02125825918178453, -0.013011833168172844, -0.0032198218621704014, 0.27078875657898605, -1.9024414268220489, 0.073391596775951, 0.062407408207779985, 202.5110814322387, 4999.780874281424, 206.52705079075483, 499.92195794100763, 0.007861610791499635, -2.006451067989266, 0.5951643516319477, 50.699124090736554, -0.4348954469408467, 0.1101492088679179, 50.10597617509298, -31.895657316863073, 1.9349278485529862, 49.590613567669905, 75.93129619911016, 0.5451323428884741, 639.6410946380636, 6.088142273831969, 0.004532029391357804, 5600.870180207012, 3540.8459691078415, 0.8716473550765336, 1200.0603474685754, -117.39932790842279, 0.008876266072553252, 5151.122246605246, 2.7057537816228976, 0.0019508976175807789, 5599.710489576975
