# iter, APOLY_COEFF_1, APOLY_COEFF_2, APOLY_COEFF_3, APOLY_COEFF_4, APOLY_COEFF_5, APOLY_COEFF_6, APOLY_COEFF_7, POWER_AMP, POWER_SLOPE, NA_OPT_FEII_AMP, BR_OPT_FEII_AMP, NA_OPT_FEII_DISP, BR_OPT_FEII_DISP, NA_OPT_FEII_VOFF, BR_OPT_FEII_VOFF, NA_OII_VOFF, NA_OII_AMP, NA_OII_DISP, NA_H_BETA_VOFF, NA_H_BETA_AMP, NA_H_BETA_DISP, NA_OIII_a_VOFF, NA_OIII_a_AMP, NA_OIII_a_DISP, NA_OIII_b_VOFF, NA_OIII_b_AMP, NA_OIII_b_DISP, NA_H_ALPHA_VOFF, NA_H_ALPHA_AMP, NA_H_ALPHA_DISP, BR_H_BETA_VOFF, BR_H_BETA_AMP, BR_H_BETA_DISP, BR_OII_VOFF, BR_OII_AMP, BR_OII_DISP, BR_OIII_a_VOFF, BR_OIII_a_AMP, BR_OIII_a_DISP, BR_OIII_b_VOFF, BR_OIII_b_AMP, BR_OIII_b_DISP, BR_H_ALPHA_VOFF, BR_H_ALPHA_AMP, BR_H_ALPHA_DISP
1000, 0.40749759028718585, -0.16308300664323588, 0.0345222348461347, -0.002949227699504723, -0.017310637218400336, -0.01625192484057122, 0.00011391577177784218, 0.2271134879447244, -2.6213286640985394, 0.040696275091381406, 0.0865820149828571, 10.815673463889821, 506.05574769393746, 11.979155451609332, 20.261856793710425, -0.06948686972213464, 0.025111647481710783, 48.571937206534734, 0.19194953320025746, 0.02028226687937587, 51.786257355567585, -0.2798159151654885, 0.014147580679248914, 69.55300281860883, 0.8375089509562492, 0.03664315524328103, 52.99215293755236, -1.3462708233464888, 0.02639702140622319, 69.75989983307413, 59.6512521552119, 0.17430674132542381, 678.105687683865, -36.00367309606074, 0.21171331455371306, 669.64324420542, 31.42758650794024, 0.1499959983353716, 500.0271453393969, 203.65828549099137, 0.36648131325790145, 797.7476156951255, 31.820973536361496, 0.5859090499522328, 580.9728226932464
1100, 0.406548071989281, -0.162239657682474, 0.03407387563193497, -0.0029658910784393375, -0.017332986839900918, -0.016201487280103868, 6.0282333681080207e-05, 0.2274019744591988, -2.6148673557088853, 0.040032952750433816, 0.08606141325621487, 10.815486106076305, 506.0587653327868, 11.984042731213933, 20.262676625489757, -0.07165139531085561, 0.027250524270979466, 48.5680336128984, 0.19294022415363266, 0.021858895716556807, 51.785941068883616, -0.2810551822671408, 0.015716114330381108, 69.55034954603775, 0.8384255363495727, 0.040513902942506536, 52.98765186296883, -1.3460000506975491, 0.029252404552345186, 69.76357898668215, 59.64944637750404, 0.17381290250713397, 678.1123012841422, -36.002155779914254, 0.21126710636009044, 669.6425232783338, 31.428365537081444, 0.14968111741161094, 500.0312505331339, 203.65647611482237, 0.36589560264443943, 797.7498497564677, 31.821453436026857, 0.5854310088541859, 580.9749890473519
1200, 0.4054317543776734, -0.16129268130162383, 0.033768638142271455, -0.0028196674666057095, -0.017384327471457517, -0.016139855107122472, -7.65364000992353e-05, 0.22793686713500833, -2.6069928335449393, 0.039722361455655976, 0.08641894441618966, 10.821765502656962, 506.05481434332955, 11.977034185059303, 20.26660447952507, -0.08048640375839461, 0.02835634605627424, 48.56805307408465, 0.19296490871044292, 0.02324606957370976, 51.77516892639259, -0.28245604449776024, 0.016483921868537373, 69.54373116257226, 0.8381371351826561, 0.04456853368408424, 52.98616811916976, -1.3473370094522374, 0.031366104451485244, 69.76481904133871, 59.65289599023934, 0.17393594904251186, 678.119392724472, -35.99477554876511, 0.21054458525091682, 669.6349143112159, 31.43432431948328, 0.14918414140605846, 500.03641388407425, 203.64897718580312, 0.3660909256922057, 797.7487855916197, 31.82122726432044, 0.5848636207228836, 580.9697965985714
1300, 0.4054385231453962, -0.16113556719702787, 0.033669347616978366, -0.0027494173449591195, -0.01736306511177584, -0.01610253086447499, -2.3418918927813927e-05, 0.2279977973710108, -2.6050111316326783, 0.03954212093521841, 0.08546187534380109, 10.82889821836945, 506.0591382157213, 11.976493285331083, 20.27512573594531, -0.0748987063609935, 0.029801126494070584, 48.56623661317807, 0.1973375025068892, 0.024589564859581674, 51.772455751509575, -0.2711637778038755, 0.016971400139235104, 69.5464729240781, 0.834043496194576, 0.04810332901396552, 52.97806677415077, -1.3471870466597105, 0.0339237776694241, 69.77412856291464, 59.65079536318517, 0.17400017503460768, 678.1281895208798, -36.00034081630727, 0.21038877719139687, 669.633777598784, 31.432157025017275, 0.1490044743127847, 500.0404714316852, 203.63982938005356, 0.36582204765363097, 797.7441621915569, 31.81166107367366, 0.5846334135170906, 580.9632712371746
1400, 0.40516988473141063, -0.16082615786836768, 0.03349975352165177, -0.0027055836514536824, -0.01741005185724878, -0.016159079363993613, -8.757230044064627e-05, 0.2282258995537922, -2.602137462743616, 0.038731683482348025, 0.08684628550951135, 10.831122502335141, 506.0636959230955, 11.981886002022861, 20.287755365405864, -0.07480514808677519, 0.030342937612378666, 48.55224863524614, 0.19978282371865125, 0.02485522718331984, 51.7677561945687, -0.2619969879390491, 0.017208674421281874, 69.54390950786372, 0.8332380882507712, 0.05081324483611863, 52.97997709872101, -1.3480928310263458, 0.03487733106301029, 69.78104754725156, 59.6619325999473, 0.17393075409365477, 678.1324202584589, -36.0097590464529, 0.21001546787186862, 669.6293501250095, 31.434934067530573, 0.14896943436334298, 500.04691073383043, 203.6286271090893, 0.36562817704451234, 797.7408056123762, 31.80807795758705, 0.5838179311780893, 580.9729416980601
1500, 0.4035620617052511, -0.15964816968495407, 0.033319072840461504, -0.002731521714032804, -0.01743603170098123, -0.01607982026819793, -0.00013549077109718572, 0.22869495504506407, -2.5906048342337344, 0.03799861790704892, 0.08522818990440233, 10.838534489909865, 506.0613583333896, 11.984800170355735, 20.303138823882236, -0.07565043181801404, 0.03143828262243902, 48.56284746687963, 0.20004922592962782, 0.024475678089904224, 51.74799049824496, -0.25778609759711646, 0.01839981206875902, 69.56128967178175, 0.8181108435369033, 0.05464166477405066, 52.98921713741295, -1.3602116969636824, 0.0350411246332706, 69.78654453857291, 59.66573704253857, 0.1743672001174555, 678.1465573095254, -35.99317521099398, 0.2098562102904148, 669.6286421901352, 31.43052307516786, 0.14918795701682872, 500.05320423135583, 203.63308992617033, 0.3645694637589912, 797.7157954403784, 31.828174795560745, 0.5835671662202444, 580.9737132859004
1600, 0.40171752189652793, -0.15858960151572454, 0.032765330821738825, -0.0025980609162005253, -0.01742339294353401, -0.016095459183095507, -8.668323397676304e-05, 0.2296233072767205, -2.578702196108959, 0.03827021971058721, 0.08536690125059905, 10.831558206008658, 506.06278518182023, 11.982213497643578, 20.302767008642597, -0.0600769022946619, 0.033115962062125935, 48.547531812720855, 0.18839608520968243, 0.025065867855446525, 51.74428251032692, -0.2544142406780065, 0.019512499231306484, 69.56156276131097, 0.8150742148343864, 0.057199435025168055, 52.9776844349048, -1.34924949717221, 0.0360712898199526, 69.77712840129557, 59.645247793262804, 0.17482096103378372, 678.1649851399341, -35.96868065194687, 0.21036297612720722, 669.615421568441, 31.42180978991153, 0.1490289812414926, 500.0602276347916, 203.61547474862633, 0.36420797040429936, 797.7212777124835, 31.836943534540346, 0.5828426291805752, 580.9851688758902
1700, 0.40222114527094377, -0.1584727102491014, 0.032891491246229344, -0.00253480045642177, -0.017385377027247392, -0.016196536879777047, -2.6068141066735843e-05, 0.22941961034105357, -2.58066658869629, 0.038887598895364875, 0.08662041679848086, 10.845250620819948, 506.06682336516167, 11.999354278508182, 20.324050364623883, -0.07544570678596918, 0.03490330260592581, 48.53795784475747, 0.18519700422203472, 0.02598501994794398, 51.731140904053, -0.25427100474999226, 0.01991356163660557, 69.56408214675142, 0.8175921364635266, 0.06054323289061734, 52.986126524947245, -1.3564848310699809, 0.036141130779197866, 69.76281014431876, 59.64865575996525, 0.17456692967775972, 678.157334283188, -35.96193098808364, 0.20981729513590913, 669.6155389315699, 31.392517081401667, 0.14834459006023068, 500.0665757344086, 203.62607321277363, 0.364230169263617, 797.7235674353293, 31.850093674228592, 0.5819747724413656, 580.9919161813215
1800, 0.40246134738789335, -0.15904143438057877, 0.03294303308994474, -0.002600954301891372, -0.017526956448334526, -0.016231399945322085, 2.153762809490895e-05, 0.22924282411785882, -2.583041492789141, 0.03893974850656355, 0.08805416897108498, 10.877447949205848, 506.05734974459546, 12.006284983521054, 20.320157040984363, -0.09100339858971768, 0.035093588452972446, 48.54361552909434, 0.16551516930438706, 0.026031337511439514, 51.731530390475015, -0.28373772740558867, 0.020645830020051926, 69.5562619285064, 0.827886819587587, 0.0624396608855483, 52.984956161325734, -1.3717173318857492, 0.03796597113671773, 69.77404127314344, 59.642776015913164, 0.17475602819013514, 678.1677302824546, -35.97716096358149, 0.21009384374649748, 669.6408437548844, 31.38145037643976, 0.14751619261578952, 500.07469867245067, 203.62933778622138, 0.36501442076870877, 797.7346594777264, 31.839381167480898, 0.5817934610480369, 580.990269070081
1900, 0.4024563093554554, -0.15890858494541862, 0.03269955383670334, -0.0025254267211525473, -0.017598494148373826, -0.016260650037506423, 9.455126501360135e-05, 0.2294124474144431, -2.5814010859958394, 0.03862012313350777, 0.08734120719248113, 10.887766503541748, 506.0718646315728, 11.992021310152992, 20.32055230124551, -0.12085249435661671, 0.03523842534522233, 48.55154077631467, 0.18670824091973637, 0.0262189709457343, 51.71882132627576, -0.34614106058679983, 0.02094626530997345, 69.53821262086002, 0.8299769984565741, 0.06405131455356673, 52.994675978841755, -1.3841569105987492, 0.03819546734714966, 69.76077859963898, 59.630004045106, 0.175028927334252, 678.1824781557883, -35.97130549647388, 0.20976756702532368, 669.6754311559181, 31.386664005115993, 0.14782127672349393, 500.07951694609505, 203.61349221432502, 0.3649317370838677, 797.7262557813673, 31.852466686337582, 0.5820087085396562, 580.9841304404263
2000, 0.40227143975613516, -0.15893200292375473, 0.032888576630931296, -0.0026009643826796543, -0.017490506558552395, -0.01624425484907466, 6.82185268886539e-05, 0.22940399491078528, -2.5821657672202196, 0.03788431020134288, 0.08806042222409573, 10.91245773606472, 506.0643524586534, 11.978804801150105, 20.30203525920441, -0.14074686919746066, 0.03630086468732674, 48.54726235998851, 0.2053047437035514, 0.02556665552151228, 51.70834030464399, -0.3544914955357828, 0.021058147266909327, 69.5632900039668, 0.821058350373708, 0.0660179791699096, 53.0131065720052, -1.387818835073777, 0.038506161670925645, 69.76077859963898, 59.62932714508907, 0.17496761900728425, 678.1833934873623, -35.98115295455558, 0.20894043788191474, 669.6706958608086, 31.35838975185486, 0.14789952667284037, 500.08999518355733, 203.61660259635704, 0.36508442900932664, 797.6814348319174, 31.866112931993936, 0.5817090590768493, 580.9431830128462
2100, 0.4016920705655476, -0.1587233911884896, 0.03294963740305645, -0.0025269032398588386, -0.01750048425240998, -0.016151563119159933, 0.00011213720164441907, 0.22974021631187275, -2.576718787506061, 0.036249989458983056, 0.08744742139847515, 10.935133811489823, 506.0896360927788, 11.960026056361697, 20.313738218085827, -0.15445377529009852, 0.03660000744560662, 48.532237685147706, 0.19151743083386574, 0.02645499963087264, 51.6949390238517, -0.37815696986320146, 0.020723898407407536, 69.58185296959046, 0.7643858950202318, 0.06709505696894678, 52.98893563633641, -1.3738514087986358, 0.038977662983401204, 69.71340597954142, 59.58215891619091, 0.17437152140751708, 678.1985196445056, -36.006989781205306, 0.2092413842277005, 669.7296423795385, 31.343750284019585, 0.1479870421828498, 500.09898309193323, 203.61919890628803, 0.36467403032674134, 797.6665438724377, 31.85789680695115, 0.5815966464438499, 580.9303310997177
2200, 0.40049158704203536, -0.15789861632564733, 0.03270615207402609, -0.002562328781574197, -0.017422970197472163, -0.016190877848795016, 7.586648126449045e-05, 0.23001374191863358, -2.5700099508745957, 0.0367976414271016, 0.08736012166778546, 10.958220605759148, 506.0514017381387, 11.912113123439077, 20.3553841082684, -0.15270670751873006, 0.0363326861660318, 48.52774866906742, 0.20846626410393565, 0.025558768892336797, 51.70465296514636, -0.34471836693294566, 0.020647528666699597, 69.55769214494477, 0.7316124676167264, 0.06972498359893642, 53.011754120465525, -1.4315280775366022, 0.037757912458190324, 69.71222601002813, 59.57150986376248, 0.1747180960005113, 678.1940513699622, -35.994628282240306, 0.20889580307634528, 669.7122605051813, 31.306806375448517, 0.1487318588004263, 500.10912795541833, 203.61746434371426, 0.3643975097515918, 797.6700696026883, 31.90281323899069, 0.5821560466518815, 580.8865517968635
2300, 0.40191219379400334, -0.15870089957078354, 0.03302054314760896, -0.0025763188222615208, -0.017379467946740685, -0.016246639802183268, 9.247496995710286e-05, 0.22968655915121272, -2.5763703226036334, 0.037790532189650596, 0.08637050548949193, 11.020672660590598, 506.02527372561406, 11.892404078870879, 20.375373719557583, -0.1370055123871854, 0.03755119478472736, 48.53599984743422, 0.2971857053960222, 0.024749122302221635, 51.724399096071885, -0.29225087983462483, 0.02040852465455393, 69.5778488353166, 0.6964304280799798, 0.07153581798760607, 53.05664387474652, -1.4262832778172032, 0.03713761170535537, 69.65104133556949, 59.568892761718175, 0.17498734568618485, 678.2725383139458, -35.91599291953828, 0.2079445112092627, 669.7618062218304, 31.327509452192114, 0.14833189246944145, 500.1223373022684, 203.6025874634825, 0.3640433697193159, 797.6941657390646, 31.894394164194004, 0.5819106227550114, 580.8926296494079
2400, 0.4006156249692186, -0.15740928797693932, 0.03267145611322659, -0.0025729276849917595, -0.017400751868510474, -0.016158013836470662, 0.0001278216974974892, 0.230128142092193, -2.5689316287247066, 0.038358294774221494, 0.0855078938501213, 10.999841420980339, 505.9577982824947, 11.84682316688103, 20.314746851540807, -0.19346290248945297, 0.03709822090124921, 48.50639800838185, 0.24702420958325932, 0.02380340322047382, 51.76820914603737, -0.23445414520980076, 0.021187424555239656, 69.58312140925631, 0.6814058733615074, 0.07213026359254582, 53.04155788307331, -1.399050854846465, 0.036680159617713114, 69.6518505490741, 59.4571494552446, 0.1751300633776846, 678.326443906642, -35.91058991038932, 0.20783447216199513, 669.7940906556117, 31.41788612013502, 0.14744104669977404, 500.13443354182715, 203.63503066559016, 0.36415810016759065, 797.7377788878119, 31.966646412509103, 0.5814315400240755, 580.9226503820748
2500, 0.3998119407559945, -0.15683790365150296, 0.03227922862278751, -0.0026595956263468345, -0.017469512570926434, -0.0161892243255751, 6.0204689427384005e-05, 0.2304593505557087, -2.564391992633407, 0.03979211376557265, 0.08612288066786583, 10.964644406158216, 505.92150845776763, 11.882600881922611, 20.26810461253578, -0.18812878307436343, 0.03751087994690519, 48.455581455205646, 0.21387939202475703, 0.024085700721181547, 51.77610998514798, -0.25010412348704314, 0.020892470121049667, 69.58685209116088, 0.630327298618881, 0.07435813692309096, 53.07452233679587, -1.3991131197014048, 0.03701148628791019, 69.59615964531687, 59.405411073314575, 0.17472557248169868, 678.2408571554345, -35.923346342979414, 0.20810158392625513, 669.8428769809751, 31.3066786081535, 0.14697432013250172, 500.1460134865201, 203.61191295486663, 0.363734551738153, 797.7583238512723, 31.88677645120457, 0.580724361014576, 580.8871921767943
