tag,tool,line,component,flux_1e17,fwhm_kms,ew_a,center_a,flux_unit
04592975881,pyqsofit,SII6718,narrow,59.47742334608917,nan,nan,6725.37477886711,1e-17
04592975881,pyqsofit,SII6732,narrow,59.60473032565958,nan,nan,6739.769940953985,1e-17
04592975881,badass,Ha6563,broad,4106.513815301529,nan,nan,nan,1e-17
04592975881,badass,Ha6563,narrow,745.9090241556987,nan,nan,nan,1e-17
04592975881,badass,Ha6563,outflow,7357.968223855831,nan,nan,nan,1e-17
04592975881,badass,Hb4861,broad,949.1990581098817,nan,nan,nan,1e-17
04592975881,badass,Hb4861,narrow,128.99627242605493,nan,nan,nan,1e-17
04592975881,badass,Hb4861,outflow,1323.804480226203,nan,nan,nan,1e-17
04592975881,badass,OIII5007,broad,0.001541666497043792,nan,nan,nan,1e-17
04592975881,badass,OIII5007,narrow,569.3193634462077,nan,nan,nan,1e-17
04592975881,badass,OIII5007,outflow,899.1088833495119,nan,nan,nan,1e-17
04592975881,badass,OIII4959,broad,1060.3834675299677,nan,nan,nan,1e-17
04592975881,badass,OIII4959,narrow,0.0,nan,nan,nan,1e-17
04592975881,badass,OIII4959,outflow,1060.3851633683753,nan,nan,nan,1e-17
04592975881,badass,OII3727,broad,0.0,nan,nan,nan,1e-17
04592975881,badass,OII3727,narrow,0.21279940958189947,nan,nan,nan,1e-17
04592975881,fantasy_agn,OIII5007,broad,682.8202907281716,nan,nan,nan,1e-17
04592975881,fantasy_agn,OIII5007,narrow,550.9086440324514,nan,nan,nan,1e-17
04592975881,fantasy_agn,Hb4861,broad,1933.3688719259578,nan,nan,nan,1e-17
04592975881,fantasy_agn,Hb4861,narrow,0.0,nan,nan,nan,1e-17
04592975881,fantasy_agn,Ha6563,broad,6940.794583950317,nan,nan,nan,1e-17
04592975881,fantasy_agn,Ha6563,narrow,830.2137523044166,nan,nan,nan,1e-17
04592975881,gelato,OIII5007,narrow,151.7134134074112,130.0,nan,nan,1e-17
04592975881,gelato,OIII4959,narrow,53.09969469259392,130.0,nan,nan,1e-17
04592975881,gelato,Ha6563,broad,-185.54798971616157,129.99999999999994,nan,nan,1e-17
04592975881,gelato,Hb4861,broad,-185.1299006301316,129.99999999999994,nan,nan,1e-17
04592975881,gelato,NII6585,narrow,169.727737207424,130.0,nan,nan,1e-17
04592975881,gelato,SII6718,narrow,-128.5905616855402,129.99999999999997,nan,nan,1e-17
04592975881,gelato,SII6732,narrow,-155.50231525095458,129.99999999999997,nan,nan,1e-17
04592975881,gelato,OII3727,narrow,347.139030831313,129.9999999999999,nan,nan,1e-17
04592975881,gleam,OII3727,total,131.75209045410156,607.6198196796352,2.6765027046203613,3728.48,1e-17
04592975881,gleam,Hb4861,total,1397.0294189453125,3824.5526974290096,36.29572296142578,4862.68,1e-17
04592975881,gleam,OIII4959,total,199.0202178955078,397.05726255288863,4.948693752288818,4960.3,1e-17
04592975881,gleam,OIII5007,total,804.7099609375,493.1217816776485,22.995695114135742,5008.24,1e-17
04592975881,gleam,Ha6563,total,5121.3388671875,2893.0802571084073,116.3125,6564.6,1e-17
04592979214,pyqsofit,Ha6563,broad,5155.067717000161,4056.3741144918217,250.23456071063288,nan,1e-17
04592979214,pyqsofit,Hb4861,broad,2098.983564155659,4647.57552622389,91.84854329559549,nan,1e-17
04592979214,pyqsofit,OIII5007,outflow,424.65252104852726,nan,nan,4960.388347107335,1e-17
04592979214,pyqsofit,OIII5007,narrow,472.98317844588183,nan,nan,5008.202425072451,1e-17
04592979214,pyqsofit,OIII4959,outflow,0.9726805395058845,nan,nan,4883.1912557093,1e-17
04592979214,pyqsofit,OIII4959,narrow,1.0851021022031815,nan,nan,4930.261216986669,1e-17
04592979214,pyqsofit,Ha6563,narrow,21.516116375873953,nan,nan,6551.838726957244,1e-17
04592979214,pyqsofit,NII6585,narrow,105.18653214095335,nan,nan,6585.509673571765,1e-17
04592979214,pyqsofit,SII6718,narrow,160.87047843761798,nan,nan,6718.523240062858,1e-17
04592979214,pyqsofit,SII6732,narrow,161.21480967390525,nan,nan,6732.903736942978,1e-17
04592979214,badass,Ha6563,broad,1178.4410183967993,nan,nan,nan,1e-17
04592979214,badass,Ha6563,narrow,753.3105464521796,nan,nan,nan,1e-17
04592979214,badass,Ha6563,outflow,4443.612216569265,nan,nan,nan,1e-17
04592979214,badass,Hb4861,broad,1100.3428390050412,nan,nan,nan,1e-17
04592979214,badass,Hb4861,narrow,47.27821275455062,nan,nan,nan,1e-17
04592979214,badass,Hb4861,outflow,1235.7388625637268,nan,nan,nan,1e-17
04592979214,badass,OIII5007,broad,0.4905120550428421,nan,nan,nan,1e-17
04592979214,badass,OIII5007,narrow,1027.8228825083934,nan,nan,nan,1e-17
04592979214,badass,OIII5007,outflow,1623.6316659905929,nan,nan,nan,1e-17
04592979214,badass,OIII4959,broad,550.5979292415182,nan,nan,nan,1e-17
04592979214,badass,OIII4959,narrow,3.1103895217916033,nan,nan,nan,1e-17
04592979214,badass,OIII4959,outflow,559.8967082036875,nan,nan,nan,1e-17
04592979214,badass,OII3727,broad,173.83531021209853,nan,nan,nan,1e-17
04592979214,badass,OII3727,narrow,0.0,nan,nan,nan,1e-17
04592979214,fantasy_agn,OIII5007,broad,622.3951992329394,nan,nan,nan,1e-17
04592979214,fantasy_agn,OIII5007,narrow,0.0,nan,nan,nan,1e-17
04592979214,fantasy_agn,Hb4861,broad,1247.0360233516417,nan,nan,nan,1e-17
04592979214,fantasy_agn,Hb4861,narrow,0.0,nan,nan,nan,1e-17
04592979214,fantasy_agn,Ha6563,broad,4339.938706452467,nan,nan,nan,1e-17
04592979214,fantasy_agn,Ha6563,narrow,347.54854678009156,nan,nan,nan,1e-17
04592979214,gelato,OIII5007,narrow,64.63919976512794,130.0,nan,nan,1e-17
04592979214,gelato,OIII4959,narrow,22.62371991779478,130.0,nan,nan,1e-17
04592979214,gelato,Ha6563,broad,-151.0724188152417,129.99999999999994,nan,nan,1e-17
04592979214,gelato,Hb4861,broad,-118.01097447963879,129.99999999999994,nan,nan,1e-17
04592979214,gelato,NII6585,narrow,132.36570904337802,130.0,nan,nan,1e-17
04592979214,gelato,SII6718,narrow,-86.03931434273595,130.0,nan,nan,1e-17
04592979214,gelato,SII6732,narrow,-81.1784040029155,130.0,nan,nan,1e-17
04592979214,gelato,OII3727,narrow,112.66871145936545,130.0,nan,nan,1e-17
04592979214,gleam,OII3727,total,379.9739685058594,446.6713221778863,11.990065574645996,3728.48,1e-17
04592979214,gleam,Hb4861,total,284.42041015625,647.2842823616585,8.753951072692871,4862.68,1e-17
04592979214,gleam,OIII4959,total,401.0669250488281,340.5432379595789,14.30858039855957,4960.3,1e-17
04592979214,gleam,OIII5007,total,1243.5064697265625,357.75923018981405,48.77714920043945,5008.24,1e-17
04592979214,gleam,Ha6563,total,1869.7452392578125,1337.5679092942414,47.722415924072266,6564.6,1e-17
04592979214,gleam,NII6585,total,252.62893676757812,326.9516047788844,6.447970867156982,6585.27,1e-17
04592979214,gleam,SII6718,total,156.57080078125,322.1022216346504,7.08747673034668,6718.29,1e-17
04592979214,gleam,SII6732,total,137.35848999023438,322.00352706143804,6.217794895172119,6732.67,1e-17
06872228427,pyqsofit,Ha6563,broad,1508.533291504485,3064.5874513288313,94.75781053945659,nan,1e-17
06872228427,pyqsofit,Hb4861,broad,601.0086500113175,11158.715536776132,43.91846571981059,nan,1e-17
06872228427,pyqsofit,OIII5007,outflow,0.4423279072609055,nan,nan,4979.4192163098805,1e-17
06872228427,pyqsofit,OIII5007,narrow,384.58422303694095,nan,nan,5009.809807633521,1e-17
06872228427,pyqsofit,OIII4959,outflow,0.36887070456382504,nan,nan,4901.925952990131,1e-17
06872228427,pyqsofit,OIII4959,narrow,1.0923403731458377,nan,nan,4931.843584317116,1e-17
06872228427,pyqsofit,Ha6563,narrow,0.0040320336227288615,nan,nan,6555.890430667769,1e-17
06872228427,pyqsofit,NII6585,narrow,163.53761338857723,nan,nan,6589.582199635376,1e-17
06872228427,pyqsofit,SII6718,narrow,57.38748970298628,nan,nan,6722.678022662895,1e-17
06872228427,pyqsofit,SII6732,narrow,57.510323335786815,nan,nan,6737.067412544659,1e-17
06872228427,badass,Ha6563,broad,1327.3385823764193,nan,nan,nan,1e-17
06872228427,badass,Ha6563,narrow,16.531397108134115,nan,nan,nan,1e-17
06872228427,badass,Ha6563,outflow,1399.0622360230568,nan,nan,nan,1e-17
06872228427,badass,Hb4861,broad,0.007266141803680348,nan,nan,nan,1e-17
06872228427,badass,Hb4861,narrow,42.908667076713755,nan,nan,nan,1e-17
06872228427,badass,Hb4861,outflow,111.0592228055749,nan,nan,nan,1e-17
06872228427,badass,OIII5007,broad,0.0463204220217337,nan,nan,nan,1e-17
06872228427,badass,OIII5007,narrow,374.75448710092655,nan,nan,nan,1e-17
06872228427,badass,OIII5007,outflow,374.80152502662906,nan,nan,nan,1e-17
06872228427,badass,OIII4959,broad,293.6301645557562,nan,nan,nan,1e-17
06872228427,badass,OIII4959,narrow,0.0,nan,nan,nan,1e-17
06872228427,badass,OIII4959,outflow,293.6301645557562,nan,nan,nan,1e-17
06872228427,badass,OII3727,broad,39.03837610644609,nan,nan,nan,1e-17
06872228427,badass,OII3727,narrow,0.0006689679118494496,nan,nan,nan,1e-17
06872228427,fantasy_agn,OIII5007,broad,144.06595862604493,nan,nan,nan,1e-17
06872228427,fantasy_agn,OIII5007,narrow,394.2867234562511,nan,nan,nan,1e-17
06872228427,fantasy_agn,Hb4861,broad,196.92971479489358,nan,nan,nan,1e-17
06872228427,fantasy_agn,Hb4861,narrow,0.0,nan,nan,nan,1e-17
06872228427,fantasy_agn,Ha6563,broad,1447.7390634878652,nan,nan,nan,1e-17
06872228427,fantasy_agn,Ha6563,narrow,0.0,nan,nan,nan,1e-17
06872228427,gelato,OIII5007,narrow,-54.64004668034251,130.0,nan,nan,1e-17
06872228427,gelato,OIII4959,narrow,-19.124016338119876,130.0,nan,nan,1e-17
06872228427,gelato,Ha6563,broad,302.155026784756,130.0,nan,nan,1e-17
06872228427,gelato,Hb4861,broad,74.22150541981826,130.0,nan,nan,1e-17
06872228427,gelato,NII6585,narrow,242.35382404921248,130.0,nan,nan,1e-17
06872228427,gelato,SII6718,narrow,230.394862249988,130.0,nan,nan,1e-17
06872228427,gelato,SII6732,narrow,244.24817201593572,130.0,nan,nan,1e-17
06872228427,gelato,OII3727,narrow,-72.19521262162012,130.0,nan,nan,1e-17
06872228427,gleam,OII3727,total,102.59188842773438,456.9667334807066,10.50505542755127,3728.48,1e-17
06872228427,gleam,Hb4861,total,47.619903564453125,458.4931974773277,2.866039276123047,4862.68,1e-17
06872228427,gleam,OIII4959,total,142.69635009765625,523.4629824584072,8.955886840820312,4960.3,1e-17
06872228427,gleam,OIII5007,total,418.2168884277344,491.61651708153494,26.77518653869629,5008.24,1e-17
06872228427,gleam,Ha6563,total,987.6644287109375,1870.6861345924315,50.867103576660156,6564.6,1e-17
06872228427,gleam,NII6585,total,152.27919006347656,312.94996363764403,7.842746734619141,6585.27,1e-17
06872228427,gleam,SII6718,total,53.442543029785156,320.29682072391756,3.218939781188965,6718.29,1e-17
06872228427,gleam,SII6732,total,59.681331634521484,469.69523366341366,3.5947132110595703,6732.67,1e-17
